learning_rate,batch_size,weight_decay,epochs,val_accuracy,val_f1_score
3e-05,8,0.01,4,0.8391332895600788,0.7939444911690496
3e-05,8,0.01,6,0.8273145108338805,0.789431545236189
3e-05,8,0.01,8,0.7839789888378201,0.7655024946543122
3e-05,8,0.05,4,0.8397898883782009,0.7996715927750411
3e-05,8,0.05,6,0.8122127380170716,0.7843137254901961
3e-05,8,0.05,8,0.8253447143795141,0.78125
3e-05,8,0.1,4,0.8338804990151018,0.7967871485943775
3e-05,8,0.1,6,0.8181221273801708,0.7854376452362509
3e-05,8,0.1,8,0.8023637557452397,0.7762081784386617
3e-05,8,0.15,4,0.8089297439264609,0.7839643652561247
3e-05,8,0.15,6,0.81483913328956,0.7886056971514243
3e-05,8,0.15,8,0.8089297439264609,0.7790432801822323
3e-05,8,0.2,4,0.8187787261982928,0.7880184331797235
3e-05,8,0.2,6,0.8128693368351937,0.7839272175890827
3e-05,8,0.2,8,0.7997373604727511,0.7718773373223635
3e-05,16,0.01,4,0.8260013131976363,0.7953667953667953
3e-05,16,0.01,6,0.8082731451083388,0.7820895522388059
3e-05,16,0.01,8,0.8187787261982928,0.7912254160363086
3e-05,16,0.05,4,0.8049901510177282,0.7811348563006633
3e-05,16,0.05,6,0.8273145108338805,0.7799163179916317
3e-05,16,0.05,8,0.7918581746552856,0.7697893972403776
3e-05,16,0.1,4,0.8023637557452397,0.7807720320466133
3e-05,16,0.1,6,0.7905449770190414,0.7686729514140682
3e-05,16,0.1,8,0.8063033486539725,0.7796863330843914
3e-05,16,0.15,4,0.8325673013788575,0.782608695652174
3e-05,16,0.15,6,0.8135259356533159,0.7858220211161387
3e-05,16,0.15,8,0.8200919238345371,0.7856025039123631
3e-05,16,0.2,4,0.8003939592908733,0.7806637806637806
3e-05,16,0.2,6,0.7997373604727511,0.7781818181818182
3e-05,16,0.2,8,0.7892317793827971,0.7613382899628253
3e-05,32,0.01,4,0.7806959947472094,0.7718579234972678
3e-05,32,0.01,6,0.7518056467498359,0.75390625
3e-05,32,0.01,8,0.7951411687458962,0.7748917748917749
3e-05,32,0.05,4,0.7977675640183848,0.7821782178217822
3e-05,32,0.05,6,0.7925147734734077,0.7713458755426917
3e-05,32,0.05,8,0.7971109652002626,0.7732942039618489
3e-05,32,0.1,4,0.8161523309258043,0.7922848664688428
3e-05,32,0.1,6,0.7997373604727511,0.779783393501805
3e-05,32,0.1,8,0.8220617202889035,0.7945413191811979
3e-05,32,0.15,4,0.8266579120157583,0.7914691943127962
3e-05,32,0.15,6,0.8207485226526592,0.7878787878787878
3e-05,32,0.15,8,0.8273145108338805,0.7914353687549563
3e-05,32,0.2,4,0.7695338148391333,0.7629979743416611
3e-05,32,0.2,6,0.8273145108338805,0.789431545236189
3e-05,32,0.2,8,0.8017071569271176,0.7795620437956204
